,cellID,cellType,sampleID
2497,human2_lib2.final_cell_0002,alpha,indiv2
2498,human2_lib2.final_cell_0003,alpha,indiv2
2499,human2_lib2.final_cell_0004,alpha,indiv2
2500,human2_lib2.final_cell_0005,alpha,indiv2
2503,human2_lib2.final_cell_0008,alpha,indiv2
2514,human2_lib2.final_cell_0019,alpha,indiv2
2522,human2_lib2.final_cell_0027,alpha,indiv2
2523,human2_lib2.final_cell_0028,alpha,indiv2
2528,human2_lib2.final_cell_0033,alpha,indiv2
2533,human2_lib2.final_cell_0038,alpha,indiv2
2534,human2_lib2.final_cell_0039,alpha,indiv2
2536,human2_lib2.final_cell_0041,alpha,indiv2
2546,human2_lib2.final_cell_0051,alpha,indiv2
2550,human2_lib2.final_cell_0055,alpha,indiv2
2554,human2_lib2.final_cell_0059,alpha,indiv2
2555,human2_lib2.final_cell_0060,alpha,indiv2
2558,human2_lib2.final_cell_0063,alpha,indiv2
2569,human2_lib2.final_cell_0074,alpha,indiv2
2574,human2_lib2.final_cell_0079,alpha,indiv2
2577,human2_lib2.final_cell_0082,alpha,indiv2
2583,human2_lib2.final_cell_0088,alpha,indiv2
2587,human2_lib2.final_cell_0092,alpha,indiv2
2590,human2_lib2.final_cell_0095,alpha,indiv2
2591,human2_lib2.final_cell_0096,alpha,indiv2
2593,human2_lib2.final_cell_0098,alpha,indiv2
2594,human2_lib2.final_cell_0099,alpha,indiv2
2595,human2_lib2.final_cell_0100,alpha,indiv2
2596,human2_lib2.final_cell_0101,alpha,indiv2
2598,human2_lib2.final_cell_0103,alpha,indiv2
2602,human2_lib2.final_cell_0107,alpha,indiv2
2606,human2_lib2.final_cell_0111,alpha,indiv2
2609,human2_lib2.final_cell_0114,alpha,indiv2
2610,human2_lib2.final_cell_0115,alpha,indiv2
2611,human2_lib2.final_cell_0116,alpha,indiv2
2619,human2_lib2.final_cell_0124,alpha,indiv2
2623,human2_lib2.final_cell_0128,alpha,indiv2
2627,human2_lib2.final_cell_0132,alpha,indiv2
2629,human2_lib2.final_cell_0134,alpha,indiv2
2633,human2_lib2.final_cell_0138,alpha,indiv2
2634,human2_lib2.final_cell_0139,alpha,indiv2
2638,human2_lib2.final_cell_0143,alpha,indiv2
2643,human2_lib2.final_cell_0148,alpha,indiv2
2647,human2_lib2.final_cell_0152,alpha,indiv2
2651,human2_lib2.final_cell_0156,alpha,indiv2
2654,human2_lib2.final_cell_0159,alpha,indiv2
2658,human2_lib2.final_cell_0163,alpha,indiv2
2659,human2_lib2.final_cell_0164,alpha,indiv2
2662,human2_lib2.final_cell_0167,alpha,indiv2
2663,human2_lib2.final_cell_0168,alpha,indiv2
2665,human2_lib2.final_cell_0170,alpha,indiv2
2666,human2_lib2.final_cell_0171,alpha,indiv2
2668,human2_lib2.final_cell_0173,alpha,indiv2
2671,human2_lib2.final_cell_0176,alpha,indiv2
2674,human2_lib2.final_cell_0179,alpha,indiv2
2683,human2_lib2.final_cell_0188,alpha,indiv2
2685,human2_lib2.final_cell_0190,alpha,indiv2
2689,human2_lib2.final_cell_0194,alpha,indiv2
2694,human2_lib2.final_cell_0199,alpha,indiv2
2697,human2_lib2.final_cell_0202,alpha,indiv2
2701,human2_lib2.final_cell_0206,alpha,indiv2
2703,human2_lib2.final_cell_0208,alpha,indiv2
2704,human2_lib2.final_cell_0209,alpha,indiv2
2705,human2_lib2.final_cell_0210,alpha,indiv2
2706,human2_lib2.final_cell_0211,alpha,indiv2
2707,human2_lib2.final_cell_0212,alpha,indiv2
2710,human2_lib2.final_cell_0215,alpha,indiv2
2711,human2_lib2.final_cell_0216,alpha,indiv2
2712,human2_lib2.final_cell_0217,alpha,indiv2
2717,human2_lib2.final_cell_0222,alpha,indiv2
2719,human2_lib2.final_cell_0224,alpha,indiv2
2720,human2_lib2.final_cell_0225,alpha,indiv2
2722,human2_lib2.final_cell_0227,alpha,indiv2
2723,human2_lib2.final_cell_0228,alpha,indiv2
2730,human2_lib2.final_cell_0235,alpha,indiv2
2732,human2_lib2.final_cell_0237,alpha,indiv2
2739,human2_lib2.final_cell_0244,alpha,indiv2
2740,human2_lib2.final_cell_0245,alpha,indiv2
2744,human2_lib2.final_cell_0249,alpha,indiv2
2746,human2_lib2.final_cell_0251,alpha,indiv2
2751,human2_lib2.final_cell_0256,alpha,indiv2
2752,human2_lib2.final_cell_0257,alpha,indiv2
2754,human2_lib2.final_cell_0259,alpha,indiv2
2756,human2_lib2.final_cell_0261,alpha,indiv2
2761,human2_lib2.final_cell_0266,alpha,indiv2
2762,human2_lib2.final_cell_0267,alpha,indiv2
2763,human2_lib2.final_cell_0268,alpha,indiv2
2765,human2_lib2.final_cell_0270,alpha,indiv2
2771,human2_lib2.final_cell_0276,alpha,indiv2
2776,human2_lib2.final_cell_0281,alpha,indiv2
2782,human2_lib2.final_cell_0287,alpha,indiv2
2783,human2_lib2.final_cell_0288,alpha,indiv2
2784,human2_lib2.final_cell_0289,alpha,indiv2
2786,human2_lib2.final_cell_0291,alpha,indiv2
2787,human2_lib2.final_cell_0292,alpha,indiv2
2788,human2_lib2.final_cell_0293,alpha,indiv2
2789,human2_lib2.final_cell_0294,alpha,indiv2
2790,human2_lib2.final_cell_0295,alpha,indiv2
2792,human2_lib2.final_cell_0297,alpha,indiv2
2794,human2_lib2.final_cell_0299,alpha,indiv2
2795,human2_lib2.final_cell_0300,alpha,indiv2
2797,human2_lib2.final_cell_0302,alpha,indiv2
2798,human2_lib2.final_cell_0303,alpha,indiv2
2799,human2_lib2.final_cell_0304,alpha,indiv2
2800,human2_lib2.final_cell_0305,alpha,indiv2
2802,human2_lib2.final_cell_0307,alpha,indiv2
2804,human2_lib2.final_cell_0309,alpha,indiv2
2806,human2_lib2.final_cell_0311,alpha,indiv2
2807,human2_lib2.final_cell_0312,alpha,indiv2
2808,human2_lib2.final_cell_0313,alpha,indiv2
2811,human2_lib2.final_cell_0316,alpha,indiv2
2812,human2_lib2.final_cell_0317,alpha,indiv2
2813,human2_lib2.final_cell_0318,alpha,indiv2
2814,human2_lib2.final_cell_0319,alpha,indiv2
2817,human2_lib2.final_cell_0322,alpha,indiv2
2819,human2_lib2.final_cell_0324,alpha,indiv2
2821,human2_lib2.final_cell_0326,alpha,indiv2
2824,human2_lib2.final_cell_0329,alpha,indiv2
2825,human2_lib2.final_cell_0330,alpha,indiv2
2828,human2_lib2.final_cell_0333,alpha,indiv2
2832,human2_lib2.final_cell_0337,alpha,indiv2
2835,human2_lib2.final_cell_0340,alpha,indiv2
2836,human2_lib2.final_cell_0341,alpha,indiv2
2837,human2_lib2.final_cell_0342,alpha,indiv2
2844,human2_lib2.final_cell_0349,alpha,indiv2
2845,human2_lib2.final_cell_0350,alpha,indiv2
2847,human2_lib2.final_cell_0352,alpha,indiv2
2849,human2_lib2.final_cell_0354,alpha,indiv2
2850,human2_lib2.final_cell_0355,alpha,indiv2
2851,human2_lib2.final_cell_0356,alpha,indiv2
2855,human2_lib2.final_cell_0360,alpha,indiv2
2858,human2_lib2.final_cell_0363,alpha,indiv2
2859,human2_lib2.final_cell_0364,alpha,indiv2
2862,human2_lib2.final_cell_0367,alpha,indiv2
2863,human2_lib2.final_cell_0368,alpha,indiv2
2867,human2_lib2.final_cell_0372,alpha,indiv2
2868,human2_lib2.final_cell_0373,alpha,indiv2
2869,human2_lib2.final_cell_0374,alpha,indiv2
2872,human2_lib2.final_cell_0377,alpha,indiv2
2874,human2_lib2.final_cell_0379,alpha,indiv2
2875,human2_lib2.final_cell_0380,alpha,indiv2
2880,human2_lib2.final_cell_0385,alpha,indiv2
2885,human2_lib2.final_cell_0390,alpha,indiv2
2890,human2_lib2.final_cell_0395,alpha,indiv2
2891,human2_lib2.final_cell_0396,alpha,indiv2
2895,human2_lib2.final_cell_0400,alpha,indiv2
2897,human2_lib2.final_cell_0402,alpha,indiv2
2899,human2_lib2.final_cell_0404,alpha,indiv2
2900,human2_lib2.final_cell_0405,alpha,indiv2
2901,human2_lib2.final_cell_0406,alpha,indiv2
2902,human2_lib2.final_cell_0407,alpha,indiv2
2907,human2_lib2.final_cell_0412,alpha,indiv2
2909,human2_lib2.final_cell_0414,alpha,indiv2
2910,human2_lib2.final_cell_0415,alpha,indiv2
2912,human2_lib2.final_cell_0417,alpha,indiv2
2913,human2_lib2.final_cell_0418,alpha,indiv2
2917,human2_lib2.final_cell_0422,alpha,indiv2
2918,human2_lib2.final_cell_0423,alpha,indiv2
2919,human2_lib2.final_cell_0424,alpha,indiv2
2920,human2_lib2.final_cell_0425,alpha,indiv2
2923,human2_lib2.final_cell_0428,alpha,indiv2
2928,human2_lib2.final_cell_0433,alpha,indiv2
2931,human2_lib2.final_cell_0436,alpha,indiv2
2932,human2_lib2.final_cell_0437,alpha,indiv2
2936,human2_lib2.final_cell_0441,alpha,indiv2
2937,human2_lib2.final_cell_0442,alpha,indiv2
2939,human2_lib2.final_cell_0444,alpha,indiv2
2940,human2_lib2.final_cell_0445,alpha,indiv2
2941,human2_lib2.final_cell_0446,alpha,indiv2
2942,human2_lib2.final_cell_0447,alpha,indiv2
2944,human2_lib2.final_cell_0449,alpha,indiv2
2945,human2_lib2.final_cell_0450,alpha,indiv2
2946,human2_lib2.final_cell_0451,alpha,indiv2
2947,human2_lib2.final_cell_0452,alpha,indiv2
2950,human2_lib2.final_cell_0455,alpha,indiv2
2951,human2_lib2.final_cell_0456,alpha,indiv2
2952,human2_lib2.final_cell_0457,alpha,indiv2
2955,human2_lib2.final_cell_0460,alpha,indiv2
2956,human2_lib2.final_cell_0461,alpha,indiv2
2959,human2_lib2.final_cell_0464,alpha,indiv2
2961,human2_lib2.final_cell_0466,alpha,indiv2
2965,human2_lib2.final_cell_0470,alpha,indiv2
2966,human2_lib2.final_cell_0471,alpha,indiv2
2968,human2_lib2.final_cell_0473,alpha,indiv2
2969,human2_lib2.final_cell_0474,alpha,indiv2
2972,human2_lib2.final_cell_0477,alpha,indiv2
2974,human2_lib2.final_cell_0479,alpha,indiv2
2975,human2_lib2.final_cell_0480,alpha,indiv2
2976,human2_lib2.final_cell_0481,alpha,indiv2
2977,human2_lib2.final_cell_0482,alpha,indiv2
2979,human2_lib2.final_cell_0484,alpha,indiv2
2981,human2_lib2.final_cell_0486,alpha,indiv2
2982,human2_lib2.final_cell_0487,alpha,indiv2
2984,human2_lib2.final_cell_0489,alpha,indiv2
2985,human2_lib2.final_cell_0490,alpha,indiv2
2986,human2_lib2.final_cell_0491,alpha,indiv2
2987,human2_lib2.final_cell_0492,alpha,indiv2
2988,human2_lib2.final_cell_0493,alpha,indiv2
2989,human2_lib2.final_cell_0494,alpha,indiv2
2990,human2_lib2.final_cell_0495,alpha,indiv2
2992,human2_lib2.final_cell_0497,alpha,indiv2
2993,human2_lib2.final_cell_0498,alpha,indiv2
2997,human2_lib2.final_cell_0502,alpha,indiv2
2998,human2_lib2.final_cell_0503,alpha,indiv2
3000,human2_lib2.final_cell_0505,alpha,indiv2
3001,human2_lib2.final_cell_0506,alpha,indiv2
3007,human2_lib2.final_cell_0512,alpha,indiv2
3010,human2_lib2.final_cell_0515,alpha,indiv2
3012,human2_lib2.final_cell_0517,alpha,indiv2
3013,human2_lib2.final_cell_0518,alpha,indiv2
3019,human2_lib2.final_cell_0524,alpha,indiv2
3024,human2_lib2.final_cell_0529,alpha,indiv2
3027,human2_lib2.final_cell_0532,alpha,indiv2
3028,human2_lib2.final_cell_0533,alpha,indiv2
3029,human2_lib2.final_cell_0534,alpha,indiv2
3030,human2_lib2.final_cell_0535,alpha,indiv2
3032,human2_lib2.final_cell_0537,alpha,indiv2
3033,human2_lib2.final_cell_0538,alpha,indiv2
3034,human2_lib2.final_cell_0539,alpha,indiv2
3036,human2_lib2.final_cell_0541,alpha,indiv2
3037,human2_lib2.final_cell_0542,alpha,indiv2
3040,human2_lib2.final_cell_0545,alpha,indiv2
3042,human2_lib2.final_cell_0547,alpha,indiv2
3043,human2_lib2.final_cell_0548,alpha,indiv2
3047,human2_lib2.final_cell_0552,alpha,indiv2
3049,human2_lib2.final_cell_0554,alpha,indiv2
3052,human2_lib2.final_cell_0557,alpha,indiv2
3053,human2_lib2.final_cell_0558,alpha,indiv2
3056,human2_lib2.final_cell_0561,alpha,indiv2
3059,human2_lib2.final_cell_0564,alpha,indiv2
3062,human2_lib2.final_cell_0567,alpha,indiv2
3067,human2_lib2.final_cell_0572,alpha,indiv2
3068,human2_lib2.final_cell_0573,alpha,indiv2
3072,human2_lib2.final_cell_0577,alpha,indiv2
3076,human2_lib2.final_cell_0581,alpha,indiv2
3088,human2_lib2.final_cell_0593,alpha,indiv2
3090,human2_lib2.final_cell_0595,alpha,indiv2
3093,human2_lib2.final_cell_0598,alpha,indiv2
3095,human2_lib2.final_cell_0600,alpha,indiv2
3101,human2_lib3.final_cell_0006,alpha,indiv2
3104,human2_lib3.final_cell_0009,alpha,indiv2
3107,human2_lib3.final_cell_0012,alpha,indiv2
3111,human2_lib3.final_cell_0016,alpha,indiv2
3116,human2_lib3.final_cell_0021,alpha,indiv2
3127,human2_lib3.final_cell_0032,alpha,indiv2
3129,human2_lib3.final_cell_0034,alpha,indiv2
3133,human2_lib3.final_cell_0038,alpha,indiv2
3135,human2_lib3.final_cell_0040,alpha,indiv2
3137,human2_lib3.final_cell_0042,alpha,indiv2
3140,human2_lib3.final_cell_0045,alpha,indiv2
3141,human2_lib3.final_cell_0046,alpha,indiv2
3146,human2_lib3.final_cell_0051,alpha,indiv2
3147,human2_lib3.final_cell_0052,alpha,indiv2
3150,human2_lib3.final_cell_0055,alpha,indiv2
3151,human2_lib3.final_cell_0056,alpha,indiv2
3154,human2_lib3.final_cell_0059,alpha,indiv2
3156,human2_lib3.final_cell_0061,alpha,indiv2
3158,human2_lib3.final_cell_0063,alpha,indiv2
3160,human2_lib3.final_cell_0065,alpha,indiv2
3162,human2_lib3.final_cell_0067,alpha,indiv2
3165,human2_lib3.final_cell_0070,alpha,indiv2
3166,human2_lib3.final_cell_0071,alpha,indiv2
3167,human2_lib3.final_cell_0072,alpha,indiv2
3168,human2_lib3.final_cell_0073,alpha,indiv2
3169,human2_lib3.final_cell_0074,alpha,indiv2
3170,human2_lib3.final_cell_0075,alpha,indiv2
3177,human2_lib3.final_cell_0082,alpha,indiv2
3178,human2_lib3.final_cell_0083,alpha,indiv2
3179,human2_lib3.final_cell_0084,alpha,indiv2
3180,human2_lib3.final_cell_0085,alpha,indiv2
3185,human2_lib3.final_cell_0090,alpha,indiv2
3189,human2_lib3.final_cell_0094,alpha,indiv2
3196,human2_lib3.final_cell_0101,alpha,indiv2
3199,human2_lib3.final_cell_0104,alpha,indiv2
3200,human2_lib3.final_cell_0105,alpha,indiv2
3208,human2_lib3.final_cell_0113,alpha,indiv2
3211,human2_lib3.final_cell_0116,alpha,indiv2
3213,human2_lib3.final_cell_0118,alpha,indiv2
3217,human2_lib3.final_cell_0122,alpha,indiv2
3222,human2_lib3.final_cell_0127,alpha,indiv2
3223,human2_lib3.final_cell_0128,alpha,indiv2
3224,human2_lib3.final_cell_0129,alpha,indiv2
3225,human2_lib3.final_cell_0130,alpha,indiv2
3230,human2_lib3.final_cell_0135,alpha,indiv2
3233,human2_lib3.final_cell_0138,alpha,indiv2
3234,human2_lib3.final_cell_0139,alpha,indiv2
3235,human2_lib3.final_cell_0140,alpha,indiv2
3237,human2_lib3.final_cell_0142,alpha,indiv2
3238,human2_lib3.final_cell_0143,alpha,indiv2
3241,human2_lib3.final_cell_0146,alpha,indiv2
3245,human2_lib3.final_cell_0150,alpha,indiv2
3247,human2_lib3.final_cell_0152,alpha,indiv2
3248,human2_lib3.final_cell_0153,alpha,indiv2
3249,human2_lib3.final_cell_0154,alpha,indiv2
3252,human2_lib3.final_cell_0157,alpha,indiv2
3258,human2_lib3.final_cell_0163,alpha,indiv2
3259,human2_lib3.final_cell_0164,alpha,indiv2
3266,human2_lib3.final_cell_0171,alpha,indiv2
3269,human2_lib3.final_cell_0174,alpha,indiv2
3270,human2_lib3.final_cell_0175,alpha,indiv2
3271,human2_lib3.final_cell_0176,alpha,indiv2
3272,human2_lib3.final_cell_0177,alpha,indiv2
3273,human2_lib3.final_cell_0178,alpha,indiv2
3275,human2_lib3.final_cell_0180,alpha,indiv2
3276,human2_lib3.final_cell_0181,alpha,indiv2
3277,human2_lib3.final_cell_0182,alpha,indiv2
3279,human2_lib3.final_cell_0184,alpha,indiv2
3281,human2_lib3.final_cell_0186,alpha,indiv2
3283,human2_lib3.final_cell_0188,alpha,indiv2
3284,human2_lib3.final_cell_0189,alpha,indiv2
3285,human2_lib3.final_cell_0190,alpha,indiv2
3287,human2_lib3.final_cell_0192,alpha,indiv2
3288,human2_lib3.final_cell_0193,alpha,indiv2
3294,human2_lib3.final_cell_0199,alpha,indiv2
3296,human2_lib3.final_cell_0201,alpha,indiv2
3298,human2_lib3.final_cell_0203,alpha,indiv2
3300,human2_lib3.final_cell_0205,alpha,indiv2
3301,human2_lib3.final_cell_0206,alpha,indiv2
3302,human2_lib3.final_cell_0207,alpha,indiv2
3307,human2_lib3.final_cell_0212,alpha,indiv2
3308,human2_lib3.final_cell_0213,alpha,indiv2
3309,human2_lib3.final_cell_0214,alpha,indiv2
3311,human2_lib3.final_cell_0216,alpha,indiv2
3313,human2_lib3.final_cell_0218,alpha,indiv2
3314,human2_lib3.final_cell_0219,alpha,indiv2
3316,human2_lib3.final_cell_0221,alpha,indiv2
3317,human2_lib3.final_cell_0222,alpha,indiv2
3319,human2_lib3.final_cell_0224,alpha,indiv2
3320,human2_lib3.final_cell_0225,alpha,indiv2
3323,human2_lib3.final_cell_0228,alpha,indiv2
3326,human2_lib3.final_cell_0231,alpha,indiv2
3327,human2_lib3.final_cell_0232,alpha,indiv2
3331,human2_lib3.final_cell_0236,alpha,indiv2
3336,human2_lib3.final_cell_0241,alpha,indiv2
3337,human2_lib3.final_cell_0242,alpha,indiv2
3340,human2_lib3.final_cell_0245,alpha,indiv2
3350,human2_lib3.final_cell_0255,alpha,indiv2
3353,human2_lib3.final_cell_0258,alpha,indiv2
3354,human2_lib3.final_cell_0259,alpha,indiv2
3357,human2_lib3.final_cell_0262,alpha,indiv2
3359,human2_lib3.final_cell_0264,alpha,indiv2
3362,human2_lib3.final_cell_0267,alpha,indiv2
3371,human2_lib3.final_cell_0276,alpha,indiv2
3372,human2_lib3.final_cell_0277,alpha,indiv2
3373,human2_lib3.final_cell_0278,alpha,indiv2
3377,human2_lib3.final_cell_0282,alpha,indiv2
3378,human2_lib3.final_cell_0283,alpha,indiv2
3380,human2_lib3.final_cell_0285,alpha,indiv2
3381,human2_lib3.final_cell_0286,alpha,indiv2
3382,human2_lib3.final_cell_0287,alpha,indiv2
3389,human2_lib3.final_cell_0294,alpha,indiv2
3390,human2_lib3.final_cell_0295,alpha,indiv2
3391,human2_lib3.final_cell_0296,alpha,indiv2
3394,human2_lib3.final_cell_0299,alpha,indiv2
3397,human2_lib3.final_cell_0302,alpha,indiv2
3399,human2_lib3.final_cell_0304,alpha,indiv2
3404,human2_lib3.final_cell_0309,alpha,indiv2
3411,human2_lib3.final_cell_0316,alpha,indiv2
3416,human2_lib3.final_cell_0321,alpha,indiv2
3420,human2_lib3.final_cell_0325,alpha,indiv2
3421,human2_lib3.final_cell_0326,alpha,indiv2
3424,human2_lib3.final_cell_0329,alpha,indiv2
3428,human2_lib3.final_cell_0333,alpha,indiv2
3431,human2_lib3.final_cell_0336,alpha,indiv2
3432,human2_lib3.final_cell_0337,alpha,indiv2
3434,human2_lib3.final_cell_0339,alpha,indiv2
3435,human2_lib3.final_cell_0340,alpha,indiv2
3438,human2_lib3.final_cell_0343,alpha,indiv2
3439,human2_lib3.final_cell_0344,alpha,indiv2
3440,human2_lib3.final_cell_0345,alpha,indiv2
3443,human2_lib3.final_cell_0348,alpha,indiv2
3446,human2_lib3.final_cell_0351,alpha,indiv2
3454,human2_lib3.final_cell_0359,alpha,indiv2
3457,human2_lib3.final_cell_0362,alpha,indiv2
3459,human2_lib3.final_cell_0364,alpha,indiv2
3460,human2_lib3.final_cell_0365,alpha,indiv2
3463,human2_lib3.final_cell_0368,alpha,indiv2
3467,human2_lib3.final_cell_0372,alpha,indiv2
3468,human2_lib3.final_cell_0373,alpha,indiv2
3470,human2_lib3.final_cell_0375,alpha,indiv2
3472,human2_lib3.final_cell_0377,alpha,indiv2
3475,human2_lib3.final_cell_0380,alpha,indiv2
3476,human2_lib3.final_cell_0381,alpha,indiv2
3477,human2_lib3.final_cell_0382,alpha,indiv2
3479,human2_lib3.final_cell_0384,alpha,indiv2
3484,human2_lib3.final_cell_0389,alpha,indiv2
3485,human2_lib3.final_cell_0390,alpha,indiv2
3486,human2_lib3.final_cell_0391,alpha,indiv2
3488,human2_lib3.final_cell_0393,alpha,indiv2
3491,human2_lib3.final_cell_0396,alpha,indiv2
3493,human2_lib3.final_cell_0398,alpha,indiv2
3496,human2_lib3.final_cell_0401,alpha,indiv2
3498,human2_lib3.final_cell_0403,alpha,indiv2
3499,human2_lib3.final_cell_0404,alpha,indiv2
3501,human2_lib3.final_cell_0406,alpha,indiv2
3502,human2_lib3.final_cell_0407,alpha,indiv2
3504,human2_lib3.final_cell_0409,alpha,indiv2
3506,human2_lib3.final_cell_0411,alpha,indiv2
3507,human2_lib3.final_cell_0412,alpha,indiv2
3510,human2_lib3.final_cell_0415,alpha,indiv2
3511,human2_lib3.final_cell_0416,alpha,indiv2
3515,human2_lib3.final_cell_0420,alpha,indiv2
3521,human2_lib3.final_cell_0426,alpha,indiv2
3529,human2_lib3.final_cell_0434,alpha,indiv2
3536,human2_lib3.final_cell_0441,alpha,indiv2
3537,human2_lib3.final_cell_0442,alpha,indiv2
3539,human2_lib3.final_cell_0444,alpha,indiv2
3544,human2_lib3.final_cell_0449,alpha,indiv2
3547,human2_lib3.final_cell_0452,alpha,indiv2
3548,human2_lib3.final_cell_0453,alpha,indiv2
3549,human2_lib3.final_cell_0454,alpha,indiv2
3551,human2_lib3.final_cell_0456,alpha,indiv2
3553,human2_lib3.final_cell_0458,alpha,indiv2
3556,human2_lib3.final_cell_0461,alpha,indiv2
3557,human2_lib3.final_cell_0462,alpha,indiv2
3559,human2_lib3.final_cell_0464,alpha,indiv2
3564,human2_lib3.final_cell_0469,alpha,indiv2
3566,human2_lib3.final_cell_0471,alpha,indiv2
3567,human2_lib3.final_cell_0472,alpha,indiv2
3571,human2_lib3.final_cell_0476,alpha,indiv2
3577,human2_lib3.final_cell_0482,alpha,indiv2
3578,human2_lib3.final_cell_0483,alpha,indiv2
3580,human2_lib3.final_cell_0485,alpha,indiv2
3581,human2_lib3.final_cell_0486,alpha,indiv2
3584,human2_lib3.final_cell_0489,alpha,indiv2
3587,human2_lib3.final_cell_0492,alpha,indiv2
3592,human2_lib3.final_cell_0497,alpha,indiv2
3594,human2_lib3.final_cell_0499,alpha,indiv2
3596,human2_lib3.final_cell_0501,alpha,indiv2
3598,human2_lib3.final_cell_0503,alpha,indiv2
3599,human2_lib3.final_cell_0504,alpha,indiv2
3608,human2_lib3.final_cell_0513,alpha,indiv2
3609,human2_lib3.final_cell_0514,alpha,indiv2
3612,human2_lib3.final_cell_0517,alpha,indiv2
3613,human2_lib3.final_cell_0518,alpha,indiv2
3615,human2_lib3.final_cell_0520,alpha,indiv2
3623,human2_lib3.final_cell_0528,alpha,indiv2
3626,human2_lib3.final_cell_0531,alpha,indiv2
3627,human2_lib3.final_cell_0532,alpha,indiv2
3628,human2_lib3.final_cell_0533,alpha,indiv2
3630,human2_lib3.final_cell_0535,alpha,indiv2
3631,human2_lib3.final_cell_0536,alpha,indiv2
3632,human2_lib3.final_cell_0537,alpha,indiv2
3633,human2_lib3.final_cell_0538,alpha,indiv2
3634,human2_lib3.final_cell_0539,alpha,indiv2
3636,human2_lib3.final_cell_0541,alpha,indiv2
3639,human2_lib3.final_cell_0544,alpha,indiv2
3643,human2_lib3.final_cell_0548,alpha,indiv2
3646,human2_lib3.final_cell_0551,alpha,indiv2
3651,human2_lib3.final_cell_0556,alpha,indiv2
3653,human2_lib3.final_cell_0558,alpha,indiv2
3660,human2_lib3.final_cell_0565,alpha,indiv2
15,human1_lib1.final_cell_0016,activated_stellate,indiv1
40,human1_lib1.final_cell_0041,activated_stellate,indiv1
43,human1_lib1.final_cell_0044,activated_stellate,indiv1
44,human1_lib1.final_cell_0045,activated_stellate,indiv1
45,human1_lib1.final_cell_0046,activated_stellate,indiv1
47,human1_lib1.final_cell_0048,activated_stellate,indiv1
55,human1_lib1.final_cell_0056,activated_stellate,indiv1
84,human1_lib1.final_cell_0085,activated_stellate,indiv1
155,human1_lib1.final_cell_0156,activated_stellate,indiv1
218,human1_lib1.final_cell_0219,activated_stellate,indiv1
236,human1_lib1.final_cell_0237,activated_stellate,indiv1
398,human1_lib1.final_cell_0399,activated_stellate,indiv1
449,human1_lib1.final_cell_0450,activated_stellate,indiv1
499,human1_lib1.final_cell_0500,activated_stellate,indiv1
509,human1_lib1.final_cell_0510,activated_stellate,indiv1
626,human1_lib2.final_cell_0059,activated_stellate,indiv1
697,human1_lib2.final_cell_0130,activated_stellate,indiv1
724,human1_lib2.final_cell_0157,activated_stellate,indiv1
785,human1_lib2.final_cell_0218,activated_stellate,indiv1
790,human1_lib2.final_cell_0223,activated_stellate,indiv1
876,human1_lib2.final_cell_0309,activated_stellate,indiv1
891,human1_lib2.final_cell_0324,activated_stellate,indiv1
941,human1_lib2.final_cell_0374,activated_stellate,indiv1
987,human1_lib2.final_cell_0420,activated_stellate,indiv1
998,human1_lib2.final_cell_0431,activated_stellate,indiv1
1036,human1_lib2.final_cell_0469,activated_stellate,indiv1
1042,human1_lib2.final_cell_0475,activated_stellate,indiv1
1102,human1_lib2.final_cell_0535,activated_stellate,indiv1
1130,human1_lib2.final_cell_0563,activated_stellate,indiv1
1154,human1_lib2.final_cell_0587,activated_stellate,indiv1
1179,human1_lib2.final_cell_0612,activated_stellate,indiv1
1201,human1_lib3.final_cell_0005,activated_stellate,indiv1
1209,human1_lib3.final_cell_0013,activated_stellate,indiv1
1217,human1_lib3.final_cell_0021,activated_stellate,indiv1
1218,human1_lib3.final_cell_0022,activated_stellate,indiv1
1242,human1_lib3.final_cell_0046,activated_stellate,indiv1
1244,human1_lib3.final_cell_0048,activated_stellate,indiv1
1302,human1_lib3.final_cell_0106,activated_stellate,indiv1
1335,human1_lib3.final_cell_0139,activated_stellate,indiv1
1342,human1_lib3.final_cell_0146,activated_stellate,indiv1
1347,human1_lib3.final_cell_0151,activated_stellate,indiv1
1439,human1_lib3.final_cell_0243,activated_stellate,indiv1
1447,human1_lib3.final_cell_0251,activated_stellate,indiv1
1451,human1_lib3.final_cell_0255,activated_stellate,indiv1
1454,human1_lib3.final_cell_0258,activated_stellate,indiv1
1467,human1_lib3.final_cell_0271,activated_stellate,indiv1
1484,human1_lib3.final_cell_0288,activated_stellate,indiv1
1509,human1_lib3.final_cell_0313,activated_stellate,indiv1
1881,human1_lib3.final_cell_0685,activated_stellate,indiv1
1883,human1_lib3.final_cell_0687,activated_stellate,indiv1
1887,human1_lib3.final_cell_0691,activated_stellate,indiv1
1945,human2_lib1.final_cell_0009,activated_stellate,indiv2
1967,human2_lib1.final_cell_0031,activated_stellate,indiv2
1986,human2_lib1.final_cell_0050,activated_stellate,indiv2
2006,human2_lib1.final_cell_0070,activated_stellate,indiv2
2079,human2_lib1.final_cell_0143,activated_stellate,indiv2
2088,human2_lib1.final_cell_0152,activated_stellate,indiv2
2101,human2_lib1.final_cell_0165,activated_stellate,indiv2
2107,human2_lib1.final_cell_0171,activated_stellate,indiv2
2138,human2_lib1.final_cell_0202,activated_stellate,indiv2
2153,human2_lib1.final_cell_0217,activated_stellate,indiv2
